index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
683099,423,5,12/04/2013,2318,1,1,0,0,16895.435810041672
407806,469,5,05/09/2014,1521,1,1,0,0,12445.320925827138
457829,371,4,09/05/2013,0,0,0,a,0,0.0
409885,437,6,01/03/2014,956,1,0,0,0,7382.169315750245
344197,213,7,09/11/2014,0,0,0,0,0,0.0
265891,1011,1,30/09/2013,909,1,0,0,0,7205.703494335932
547406,256,1,25/08/2014,1046,1,0,0,0,8159.653867760615
222272,197,3,24/06/2015,703,1,0,0,0,6177.798311581078
357185,83,3,02/10/2013,378,1,0,0,0,4000.695642878709
643231,658,1,24/06/2013,602,1,0,0,0,5221.350669945008
671623,939,1,21/10/2013,738,1,1,0,1,7675.1490584752755
444014,233,5,05/07/2013,1060,1,1,0,0,9405.597234784509
57727,976,6,01/11/2014,0,0,0,a,0,0.0
135249,896,3,27/03/2013,1255,1,1,0,1,10524.112441454781
595343,949,5,04/04/2014,558,1,1,0,0,6422.476863194024
436974,1055,1,06/01/2014,1201,1,1,0,0,10189.37284964812
187009,1095,3,16/07/2014,782,1,1,0,0,7913.122236856725
123721,897,1,13/07/2015,387,1,1,0,0,5695.297009103175
372800,752,4,01/05/2014,0,0,1,a,0,0.0
336314,200,6,21/02/2015,863,1,0,0,0,6978.977052374103
83851,868,2,07/10/2014,624,1,1,0,0,7067.878974574094
39287,792,1,29/06/2015,852,1,1,0,1,8558.866875688895
105287,677,1,10/06/2013,621,1,0,0,0,5317.837765078817
121544,400,4,30/07/2015,1238,1,1,0,1,10933.184045594244
439839,66,4,23/04/2015,491,1,0,0,0,4814.509188114025
682637,1056,1,18/02/2013,348,1,1,0,0,4917.854883922322
343913,64,4,04/04/2013,776,1,0,0,1,6238.859876045026
537148,918,5,01/08/2014,571,1,1,0,1,6731.97341207281
705619,179,5,12/07/2013,744,1,0,0,0,6104.1757510215975
168197,254,2,17/09/2013,182,1,0,0,0,2795.4803175997804
70676,517,3,22/04/2015,559,1,0,0,0,5224.118678200874
138394,490,4,04/07/2013,1076,1,1,0,0,9500.974806504499
353343,697,5,03/10/2014,0,0,1,a,0,0.0
703531,446,1,16/12/2013,1107,1,1,0,0,9906.21692088421
170881,1056,7,30/06/2013,0,0,0,0,0,0.0
403682,999,1,14/07/2014,857,1,1,0,0,8363.723005100037
31117,282,1,04/03/2013,852,1,1,0,0,7985.599205767037
345673,95,7,26/10/2014,0,0,0,0,0,0.0
197757,870,7,05/04/2015,0,0,0,0,0,0.0
704798,375,1,01/07/2013,1027,1,1,0,0,9200.944135480153
123171,986,1,22/12/2014,1145,1,0,0,1,8988.841666246124
24559,874,3,15/10/2014,459,1,0,0,0,4680.247810769302
2572,578,6,05/10/2013,829,1,0,0,0,6729.980759739003
670363,780,1,10/02/2014,753,1,0,0,0,6126.798505564686
474246,524,3,08/05/2013,914,1,0,0,0,7045.35512607079
194472,784,4,05/02/2015,779,1,1,0,0,7851.447381779202
654367,29,6,25/01/2014,612,1,0,0,0,5253.943863173772
97934,259,1,11/02/2013,2014,1,0,0,0,13575.175413641846
304755,888,7,13/04/2014,0,0,0,0,0,0.0
189733,455,2,27/08/2013,454,1,1,0,1,5885.933793250355
31563,78,5,26/06/2015,444,1,0,0,0,4615.299986039696
78216,721,3,24/07/2013,592,1,0,0,1,5274.466653972282
645418,344,2,04/06/2013,1395,1,1,0,0,11388.226471465663
37720,543,4,20/06/2013,268,1,1,0,0,4598.800691300887
309695,391,1,29/07/2013,913,1,1,0,1,8621.812813984987
603285,980,6,04/05/2013,480,1,0,0,0,4417.490502437577
329266,1111,6,20/09/2014,229,1,0,0,0,3256.4814303218154
36891,314,1,12/01/2015,671,1,1,0,0,7167.5357699780725
624173,595,4,02/01/2014,1943,1,0,0,1,13340.066327336128
318230,850,1,25/11/2013,635,1,0,0,0,5624.277731017151
153139,192,3,11/09/2013,554,1,1,0,1,6509.71948145912
385627,126,2,30/07/2013,707,1,1,0,1,7378.280155924556
699475,528,5,18/07/2014,995,1,1,0,1,9275.987765953643
198060,1044,7,05/04/2015,0,0,0,0,0,0.0
11788,789,5,04/10/2013,486,1,0,0,0,4655.949510426377
67664,947,4,14/05/2015,0,0,0,a,0,0.0
134516,831,7,08/02/2015,0,0,0,0,0,0.0
309108,340,3,23/01/2013,676,1,1,0,0,6866.038704411418
500763,433,4,17/04/2014,895,1,1,0,1,8549.06555548741
566685,995,2,19/11/2013,927,1,1,0,0,8781.978271003638
213175,811,7,05/01/2014,0,0,0,0,0,0.0
144121,79,3,17/06/2015,604,1,1,0,0,6971.407369916269
255826,600,3,16/10/2013,464,1,0,0,1,4611.82020929415
417593,801,3,26/11/2014,507,1,1,0,0,6426.171729502501
63620,848,5,09/01/2015,866,1,1,0,0,8341.97794667515
366413,1087,2,25/02/2014,520,1,0,0,0,4738.435380314011
292279,26,1,03/11/2014,809,1,1,0,0,8221.023059597006
68483,569,2,12/11/2013,640,1,0,0,0,5637.473097445094
214903,630,6,05/10/2013,255,1,0,0,0,3261.3438146895496
8643,645,3,15/04/2015,1273,1,1,0,0,10930.622921771603
44821,468,6,18/07/2015,879,1,0,0,0,7273.937758254819
439866,221,1,01/12/2014,790,1,1,0,0,8144.029501966492
51184,156,6,05/10/2013,311,1,0,0,0,3599.747419084597
636604,746,1,28/01/2013,351,1,0,0,0,3507.6125822992763
661214,900,1,30/12/2013,619,1,0,0,1,5647.68204796646
304277,665,5,18/01/2013,1174,1,0,0,0,8467.845258676622
252048,145,2,14/07/2015,1306,1,1,0,0,11250.051046479435
537566,1036,4,22/05/2014,450,1,1,0,0,5833.8467392931925
690733,138,3,24/12/2014,390,1,0,0,1,4429.054273205518
547714,270,3,12/06/2013,1030,1,0,0,0,7792.011006249988
103736,578,4,14/02/2013,606,1,0,0,0,5070.669448887289
347438,961,6,23/02/2013,611,1,0,0,0,5112.666607958439
365077,511,1,23/06/2014,769,1,0,0,0,6402.265673942107
11728,1009,6,21/09/2013,459,1,0,0,0,4474.606264625443
620277,317,7,08/02/2015,0,0,0,0,0,0.0
396042,903,4,19/03/2015,753,1,1,0,0,7753.100131885265
3986,594,5,01/03/2013,463,1,0,0,0,4229.952728060423
401081,942,5,30/08/2013,543,1,1,0,0,6354.576421248319
530917,240,6,22/06/2013,384,1,0,0,0,3901.3754366213107
453634,363,6,27/06/2015,878,1,0,0,0,7239.237092494324
50159,818,1,11/02/2013,501,1,0,0,0,4432.235173467954
246830,409,6,22/02/2014,598,1,0,0,0,5205.855740685656
158384,58,1,03/03/2014,743,1,1,0,1,7571.77277712553
602035,850,3,08/01/2014,684,1,1,0,0,7067.800775286509
666386,951,3,04/12/2013,749,1,1,0,0,7727.140952644055
667154,915,1,02/02/2015,414,1,1,0,0,5641.853514525574
43125,361,5,26/09/2014,603,1,0,0,0,5524.389108317497
695532,77,3,10/07/2013,542,1,0,0,1,4953.992165119329
578994,512,1,26/01/2015,1439,1,1,0,0,11826.827900896373
676424,1068,3,01/04/2015,444,1,1,0,1,5975.817482231476
568504,835,3,28/08/2013,614,1,1,0,1,6854.110406772001
175000,705,7,02/06/2013,0,0,0,0,0,0.0
688415,265,2,18/11/2014,466,1,0,0,0,4766.9160742866225
10653,369,5,07/06/2013,673,1,1,0,0,7029.16466055077
40318,1082,6,15/02/2014,826,1,0,0,0,6574.4776375440415
337337,182,1,15/09/2014,544,1,1,0,0,6554.478337363398
471291,480,7,08/06/2014,0,0,0,0,0,0.0
409108,717,1,08/04/2013,777,1,1,0,0,7578.057078098704
47394,119,1,28/01/2013,663,1,0,0,0,5393.0040925003705
237597,136,5,27/02/2015,357,1,0,0,0,3929.113804161607
267106,862,6,01/06/2013,870,1,0,0,0,6810.74266879959
438970,192,6,04/05/2013,738,1,0,0,0,5976.564251257689
123059,251,2,13/05/2014,2296,1,0,0,0,15576.27479549672
463226,974,5,31/07/2015,1713,1,1,0,0,13731.776030529581
23414,538,3,26/06/2013,535,1,0,0,1,4892.198177066632
546695,569,7,24/05/2015,0,0,0,0,0,0.0
419046,523,3,04/02/2015,1592,1,1,0,1,12836.138297930418
585903,692,1,09/09/2013,1222,1,1,0,0,10470.667800077412
372367,537,7,03/03/2013,0,0,0,0,0,0.0
505676,751,5,28/03/2014,525,1,0,0,0,4813.017800817208
691799,1000,2,11/02/2014,589,1,0,0,0,5137.068550800555
341927,633,3,28/01/2015,509,1,1,0,0,6209.529244121222
334324,874,1,18/11/2013,506,1,1,0,0,6236.599144140666
63911,797,4,26/06/2014,359,1,0,0,0,3928.5953732282505
4041,906,7,21/12/2014,0,0,0,0,0,0.0
63605,949,3,23/04/2014,470,1,0,0,1,4587.656455062621
587316,250,1,28/07/2014,844,1,1,0,1,8376.598342317098
71803,371,7,11/01/2015,0,0,0,0,0,0.0
508644,609,2,02/04/2013,542,1,0,0,1,4822.197898608458
686276,620,3,15/01/2014,598,1,0,0,0,5156.251238146215
533697,775,3,20/02/2013,561,1,1,0,0,6207.6155097107985
404752,280,3,02/07/2014,500,1,1,0,0,6190.689958366973
650362,711,5,22/02/2013,550,1,1,0,0,6143.761717918969
239806,799,5,13/03/2015,869,1,0,0,0,7045.201498062699
691762,780,4,27/02/2014,791,1,0,0,1,6451.790356820158
710575,885,5,12/09/2014,709,1,0,0,0,6146.61037456512
504348,691,1,16/12/2013,966,1,1,0,0,9054.164988389472
578329,708,7,10/03/2013,0,0,0,0,0,0.0
320836,260,1,08/07/2013,925,1,0,0,1,7265.812757535547
605226,281,7,21/12/2014,0,0,0,0,0,0.0
693015,277,3,24/06/2015,425,1,0,0,0,4497.866132619849
635609,333,5,08/05/2015,1419,1,1,0,0,11844.165550840728
557281,812,6,05/07/2014,385,1,0,0,0,4098.6590079505695
365262,425,3,04/06/2014,459,1,1,0,0,5905.108225574193
122664,969,1,14/01/2013,401,1,0,0,0,3791.4302441517357
105854,558,6,03/01/2015,327,1,0,0,0,3675.9657257316867
150490,368,7,30/11/2014,0,0,0,0,0,0.0
563334,265,5,14/03/2014,460,1,0,0,0,4401.899489358417
116351,411,6,02/02/2013,786,1,0,0,0,6142.6852514427155
132315,543,5,23/01/2015,186,1,0,0,0,2850.097241094394
498673,92,7,21/06/2015,0,0,0,0,0,0.0
433453,986,4,14/11/2013,731,1,0,0,0,6189.997299372801
402840,563,5,15/08/2014,592,1,0,0,1,5476.180682937498
436919,156,6,27/04/2013,375,1,0,0,0,3772.654413443641
578924,205,2,05/02/2013,1113,1,1,0,1,9596.77549902047
559050,1016,6,09/08/2014,378,1,0,0,0,4102.035542762023
575211,884,4,16/07/2015,574,1,1,0,0,6829.250848101103
397748,499,2,14/10/2014,633,1,0,0,0,5730.406980603933
519996,85,7,20/04/2014,1257,1,0,0,0,9266.403260627645
698294,831,2,28/01/2014,1473,1,0,0,0,10460.826797926566
241150,930,7,15/06/2014,0,0,0,0,0,0.0
199038,293,7,13/07/2014,0,0,0,0,0,0.0
337681,463,2,26/02/2013,835,1,0,0,0,6470.20854271733
607037,118,2,24/12/2013,447,1,0,0,1,4600.444514395844
646882,561,2,01/01/2013,0,0,0,a,1,0.0
218862,355,5,25/04/2014,941,1,0,0,1,7436.490829671209
276981,408,3,15/07/2015,527,1,1,0,0,6543.924364876642
77607,245,1,18/11/2013,1299,1,1,0,0,11028.635899235145
453871,588,4,14/05/2015,0,0,0,a,0,0.0
519188,341,4,10/10/2013,780,1,1,0,0,7841.445962141384
209711,88,5,17/05/2013,709,1,1,0,1,7292.466166252678
559058,245,6,07/02/2015,952,1,0,0,0,7498.468653001706
49436,851,5,08/11/2013,533,1,1,0,0,6386.666300902376
375140,700,1,24/03/2014,514,1,0,0,0,4741.308974668093
44514,515,4,12/02/2015,724,1,0,0,0,6127.228411357617
623665,299,4,17/07/2014,946,1,1,0,1,8978.57543971506
334950,1034,7,21/07/2013,0,0,0,0,0,0.0
451547,929,3,02/10/2013,737,1,0,0,0,6170.1044639113825
322802,187,2,24/03/2015,775,1,0,0,0,6491.567772721173
446996,768,5,02/05/2014,1911,1,1,0,1,14709.47651655128
359284,727,1,06/07/2015,511,1,0,0,0,5034.432574944105
301749,444,2,15/04/2014,1677,1,1,0,0,13198.906925909978
447052,3,1,04/11/2013,832,1,1,0,0,8188.26314194029
388936,321,5,31/10/2014,0,0,0,a,1,0.0
165393,1004,6,18/05/2013,448,1,0,0,0,4242.445427712053
215837,749,6,08/02/2014,274,1,0,0,0,3229.620758899662
347573,1067,7,03/11/2013,0,0,0,0,0,0.0
314047,87,7,19/07/2015,0,0,0,0,0,0.0
52259,480,3,26/03/2014,585,1,0,0,0,5172.97474645474
523188,233,1,02/06/2014,1290,1,1,0,0,10924.157653150964
296668,945,4,02/05/2013,703,1,1,0,0,7163.466148008709
151089,177,4,27/06/2013,458,1,0,0,0,4355.097490107757
485617,629,3,26/03/2014,520,1,0,0,0,4780.1848484961665
439026,128,2,03/06/2014,671,1,1,0,0,7184.898412676936
101162,1008,6,16/05/2015,584,1,0,0,0,5407.776977309317
659253,811,6,30/11/2013,1125,1,0,0,0,8591.855131438351
509609,1028,6,01/02/2014,402,1,0,0,0,3993.950505052577
190208,61,6,20/06/2015,591,1,0,0,0,5495.754413219518
107401,579,1,01/04/2013,0,0,0,b,1,0.0
158525,1030,3,01/05/2013,0,0,1,a,0,0.0
82173,515,1,29/12/2014,870,1,0,0,1,7336.202458556218
384745,246,3,11/09/2013,1018,1,1,0,0,9240.530157424044
445139,980,5,09/08/2013,517,1,0,0,1,4842.050250839384
62944,615,1,30/06/2014,1666,1,1,0,0,13232.952966804092
403845,702,3,23/10/2013,383,1,1,0,0,5459.425364948052
47007,1099,2,15/10/2013,681,1,0,0,1,5921.825003932172
35107,1001,7,22/09/2013,0,0,0,0,0,0.0
14437,487,1,27/07/2015,805,1,1,0,1,8312.671515860828
382976,621,2,14/07/2015,918,1,1,0,1,8978.502405050676
180560,396,5,05/09/2014,1080,1,1,0,0,9780.392541215988
490163,964,1,23/02/2015,935,1,0,0,0,7416.685745667724
608546,313,6,10/08/2013,488,1,0,0,0,4595.009796219121
517543,595,3,17/12/2014,2304,1,1,0,0,17313.959421933396
707253,234,5,02/08/2013,954,1,1,0,1,8874.665236955916
246556,487,1,15/12/2014,1015,1,1,0,0,9522.015254554106
231232,94,1,02/03/2015,876,1,1,0,0,8474.123546574148
112042,896,6,16/02/2013,1041,1,0,0,0,7701.958649241889
547678,819,1,07/01/2013,707,1,1,0,0,7032.422512844147
604948,565,2,20/01/2015,702,1,0,0,0,5964.317221556092
609437,950,5,13/02/2015,597,1,0,0,0,5361.086552354449
207294,515,6,05/04/2014,858,1,0,0,0,6835.639993419638
323981,79,2,26/05/2015,581,1,0,0,1,5475.844840025413
335698,747,4,11/07/2013,677,1,0,0,0,5697.990837656078
464698,487,1,13/10/2014,554,1,0,0,1,5324.81191246229
678707,128,1,23/02/2015,542,1,0,0,0,5041.817593395186
478028,779,4,06/06/2013,723,1,1,0,0,7330.001563510625
265822,141,5,26/09/2014,535,1,0,0,0,5113.470445837767
548406,85,5,20/12/2013,1124,1,1,0,0,10014.183276075579
267806,841,1,02/06/2014,603,1,1,0,0,6772.670577804325
447846,980,1,11/08/2014,515,1,0,0,1,5005.639037322835
224569,497,4,05/03/2015,1175,1,1,0,0,10284.88459436217
597312,677,2,20/05/2014,613,1,1,0,0,6816.224600157351
488396,748,4,25/04/2013,467,1,1,0,0,5727.007341590594
442221,818,7,22/06/2014,0,0,0,0,0,0.0
313108,557,4,17/10/2013,723,1,0,0,0,6105.141148705676
671428,896,4,06/03/2014,1065,1,1,0,0,9448.416116267268
110614,473,1,01/06/2015,667,1,1,0,0,7331.164666574739
391488,827,5,20/02/2015,1569,1,1,0,0,12644.992958245566
126370,166,3,02/01/2013,893,1,0,0,1,6821.942460216815
258510,399,1,31/03/2014,883,1,1,0,0,8381.333711805171
382426,905,3,11/03/2015,941,1,0,0,0,7477.673501784913
69240,906,6,17/01/2015,1090,1,0,0,0,8305.043249114708
40920,205,7,29/06/2014,0,0,0,0,0,0.0
504114,834,7,24/05/2015,0,0,0,0,0,0.0
114803,583,3,29/07/2015,438,1,1,0,1,6097.537667557481
606936,942,4,20/11/2014,396,1,0,0,0,4346.529913578532
237969,346,6,11/10/2014,473,1,0,0,0,4759.612022296584
352124,625,1,29/09/2014,763,1,1,0,0,7896.206560908584
471995,611,4,30/01/2014,435,1,0,0,0,4190.892618389393
596318,407,5,01/03/2013,317,1,0,0,0,3347.686188030406
433362,911,5,28/02/2014,954,1,0,0,0,7364.99083155446
439511,431,5,16/01/2015,1079,1,1,0,0,9638.284434427973
194416,38,7,30/03/2014,0,0,0,0,0,0.0
198151,709,2,17/12/2013,1670,1,1,0,0,13309.690901748836
441689,794,2,04/02/2014,533,1,1,0,0,6190.523233939079
30667,1039,7,24/11/2013,0,0,0,0,0,0.0
390599,726,5,25/04/2014,900,1,0,0,1,7188.731047882
322584,16,7,20/01/2013,0,0,0,0,0,0.0
229225,149,7,30/06/2013,0,0,0,0,0,0.0
698786,44,1,19/01/2015,566,1,0,0,0,5141.170724203752
535071,85,2,13/01/2015,920,1,1,0,0,8673.532397627598
184470,422,1,03/06/2013,492,1,1,0,0,5930.1591782023315
174688,550,1,13/01/2014,387,1,0,0,0,3878.57645537192
77733,851,3,30/01/2013,379,1,0,0,0,3679.432729282533
633656,213,2,10/06/2014,689,1,0,0,1,5974.917615578917
488347,324,6,27/12/2014,442,1,0,0,0,4674.108805442462
644090,751,1,19/05/2014,802,1,1,0,0,7957.02759259782
319129,695,1,25/02/2013,420,1,0,0,0,3961.086944896728
63791,173,3,11/12/2013,990,1,0,0,0,7791.626748310693
528442,525,5,28/02/2014,888,1,0,0,0,6966.158012088796
414876,153,2,22/04/2014,614,1,0,0,1,5456.527979685634
611971,211,6,17/08/2013,1024,1,0,0,0,7843.17993075063
53480,993,4,03/04/2014,768,1,1,0,0,7690.181207282643
429278,525,5,19/06/2015,810,1,1,0,0,8218.867545155284
626372,172,7,17/03/2013,0,0,0,0,0,0.0
196866,404,2,12/08/2014,488,1,0,0,1,4843.789329025254
255020,892,5,08/03/2013,1005,1,1,0,0,8915.402885917865
258878,654,2,09/09/2014,695,1,0,0,0,6058.081956287671
198393,1022,3,22/10/2014,823,1,1,0,0,8290.057940371102
419945,55,7,05/04/2015,0,0,0,0,0,0.0
683630,534,2,18/03/2014,589,1,1,0,0,6587.695547623676
247041,627,4,09/07/2015,620,1,0,0,0,5697.038536391745
31761,778,1,26/05/2014,723,1,0,0,0,6087.778506006929
254747,1058,4,11/12/2014,671,1,0,0,0,6036.991072272009
702009,260,6,14/09/2013,839,1,0,0,0,6761.7522305561
552762,1032,4,17/01/2013,1064,1,0,0,0,7801.814720507711
539252,132,4,19/06/2014,0,0,1,a,1,0.0
154599,42,6,01/06/2013,962,1,0,0,0,7366.691447448626
438662,581,6,12/01/2013,297,1,0,0,0,3160.3480626323726
54042,187,2,15/10/2013,743,1,0,0,1,6296.486137369589
596439,911,7,09/02/2014,0,0,0,0,0,0.0
201632,997,2,18/06/2013,345,1,1,0,0,5061.48730255838
293188,485,4,14/02/2013,317,1,0,0,1,3397.3700366569683
164531,355,6,03/08/2013,894,1,0,0,0,7039.271721333265
542772,153,4,02/01/2014,608,1,0,0,1,5272.766115417995
317376,544,6,06/04/2013,1353,1,0,0,0,9655.139027092839
302999,1086,2,01/07/2014,1039,1,1,0,0,9446.515478276648
182448,971,7,14/04/2013,0,0,0,0,0,0.0
607236,335,1,23/02/2015,2506,1,0,0,0,16910.115433250845
539888,276,5,21/03/2014,596,1,1,0,0,6633.923515351664
172543,530,2,11/03/2014,472,1,0,0,0,4470.487030264456
549109,366,5,03/05/2013,700,1,1,0,0,7146.646555880434
332181,256,7,22/12/2013,0,0,0,0,0,0.0
523540,1105,1,06/07/2015,537,1,0,0,1,5264.653437436093
193563,699,4,08/08/2013,957,1,0,0,1,7499.6265415506205
579349,978,5,23/05/2014,1007,1,1,0,0,9201.063191115565
6383,857,1,26/05/2014,781,1,0,0,0,6438.2679534161
22178,307,7,08/12/2013,0,0,0,0,0,0.0
696691,436,1,13/10/2014,591,1,0,0,0,5475.295104914752
498880,767,3,17/06/2015,580,1,1,0,0,6826.377253746905
249455,641,7,02/11/2014,0,0,0,0,0,0.0
118406,26,4,19/03/2015,646,1,1,0,0,7106.50753063045
581689,664,6,26/01/2013,379,1,0,0,0,3674.196039711067
705142,191,4,06/02/2014,689,1,1,0,0,7135.837333825417
357616,865,1,27/05/2013,717,1,1,0,0,7280.796358929307
627291,109,6,04/01/2014,694,1,0,0,0,5721.970806501922
240928,444,6,30/11/2013,2201,1,0,0,0,15094.03867302934
597592,368,4,02/05/2013,805,1,1,0,0,7779.844141728303
675479,71,4,21/11/2013,738,1,1,0,0,7642.48445095605
315237,47,4,28/05/2015,799,1,0,0,0,6722.71517004061
482966,521,3,13/03/2013,293,1,0,0,0,3218.3661405755556
217574,903,1,27/05/2013,883,1,1,0,1,8357.026232408942
122580,918,5,25/07/2014,505,1,0,0,1,4923.09793996322
267080,1031,7,18/08/2013,0,0,0,0,0,0.0
555105,826,1,17/11/2014,805,1,0,0,0,6814.157292785298
513117,965,5,23/05/2014,892,1,1,0,0,8506.127217804256
479694,298,4,23/04/2015,567,1,0,0,0,5273.77122265019
308891,1071,2,18/11/2014,708,1,0,0,0,6229.303078993864
151332,165,1,23/12/2013,765,1,0,0,1,6520.784381246369
575732,245,2,14/05/2013,1032,1,1,0,0,9167.29739254422
478687,128,4,28/11/2013,537,1,0,0,0,5035.998940504447
54776,641,1,01/04/2013,0,0,0,b,1,0.0
668392,730,6,13/06/2015,751,1,0,0,0,6453.457647598116
621144,339,3,03/06/2015,823,1,1,0,0,8276.47876646102
648670,99,2,29/01/2013,276,1,0,0,0,3055.7026416630833
657230,195,2,20/05/2014,1367,1,1,0,0,11372.587416476628
305336,889,7,29/03/2015,0,0,0,0,0,0.0
455338,165,4,21/05/2015,412,1,1,0,0,5775.9628343439545
43907,15,5,03/05/2013,732,1,1,0,0,7340.020044106175
235292,408,6,26/01/2013,512,1,0,0,0,4477.90460014937
224393,145,4,15/05/2014,1005,1,0,0,0,7777.481474674714
46708,185,7,11/01/2015,0,0,0,0,0,0.0
354270,876,7,10/02/2013,0,0,0,0,0,0.0
259253,278,6,20/06/2015,537,1,0,0,0,5169.436651838536
251697,371,2,15/07/2014,582,1,1,0,0,6703.228763052903
129385,945,4,04/07/2013,534,1,1,0,1,6298.816252989345
279702,380,7,22/06/2014,0,0,0,0,0,0.0
625324,633,5,01/11/2013,0,0,0,a,0,0.0
390715,165,3,18/09/2013,342,1,0,0,0,3763.656931121426
3777,220,1,25/08/2014,620,1,0,0,0,5585.369305755245
481283,993,7,20/10/2013,0,0,0,0,0,0.0
407347,845,2,07/01/2014,347,1,1,0,1,5103.131958324753
109212,24,6,08/03/2014,588,1,0,0,0,5167.538407904154
307566,981,6,27/09/2014,559,1,0,0,0,5259.8097344000125
103843,783,6,04/10/2014,673,1,0,0,0,5959.032116957416
443172,554,3,29/07/2015,764,1,1,0,1,8067.53007885738
249620,161,2,10/12/2013,855,1,0,0,0,6974.523172465444
551000,960,7,16/03/2014,0,0,0,0,0,0.0
192340,558,1,21/04/2014,0,0,0,b,0,0.0
622740,230,6,23/08/2014,953,1,0,0,0,7595.043822818727
545881,640,7,09/11/2014,0,0,0,0,0,0.0
381027,194,6,21/03/2015,426,1,0,0,0,4378.660649580474
237681,921,2,08/01/2013,1459,1,1,0,0,11578.008658542181
533339,854,5,18/07/2014,642,1,1,0,0,7069.731570654723
267494,175,4,26/03/2015,516,1,0,0,0,4929.069447179732
64330,306,2,22/01/2013,510,1,1,0,0,5861.60456184746
289549,810,2,09/12/2014,415,1,0,0,0,4487.384821680258
569820,81,4,09/01/2014,545,1,1,0,0,6229.143858198775
466768,994,1,23/03/2015,512,1,0,0,0,4900.970243972843
72641,1076,7,30/06/2013,0,0,0,0,0,0.0
160121,99,1,02/03/2015,599,1,1,0,0,6800.23428912001
175862,560,2,06/05/2014,1665,1,1,0,0,13155.049612078757
337958,224,1,05/01/2015,698,1,1,0,1,7394.635347226984
217870,490,4,06/03/2014,1075,1,1,0,1,9581.950234646385
55122,1048,3,06/11/2013,499,1,1,0,0,6178.588624876807
460860,494,5,24/01/2014,1129,1,1,0,0,9777.847604211944
100808,56,1,01/04/2013,0,0,0,b,1,0.0
352976,54,3,14/08/2013,768,1,1,0,1,7766.391905358236
523404,113,4,13/02/2014,645,1,0,0,0,5478.090499981365
239472,720,7,30/11/2014,0,0,0,0,0,0.0
207916,19,4,13/11/2014,663,1,1,0,0,7351.8482434957405
332169,171,4,29/01/2015,887,1,1,0,0,8495.062746180804
231003,134,1,06/05/2013,566,1,0,0,0,4939.800096830004
23662,258,7,07/07/2013,0,0,0,0,0,0.0
57300,1037,2,15/07/2014,928,1,1,0,1,8867.184507802362
706030,306,1,11/05/2015,520,1,0,0,0,5014.484138893429
272388,113,5,11/04/2014,689,1,0,0,0,5822.241293084633
208579,367,1,09/09/2013,752,1,1,0,0,7630.494691761676
542601,122,4,30/01/2014,520,1,0,0,0,4704.540946489084
83714,984,5,18/04/2014,0,0,1,b,1,0.0
653827,707,3,20/11/2013,920,1,1,0,0,8740.986992847116
432567,77,4,18/04/2013,528,1,0,0,0,4685.438852487132
471498,968,2,05/02/2013,1027,1,1,0,1,9077.084249413747
580009,326,7,22/06/2014,0,0,0,0,0,0.0
424310,430,1,05/08/2013,712,1,0,0,1,6015.183255143522
512612,525,1,04/02/2013,1050,1,1,0,1,9214.76227168314
643117,296,3,24/06/2015,691,1,0,0,0,6105.283253496455
483556,856,1,28/07/2014,1056,1,1,0,1,9657.697701812722
203647,104,2,07/01/2014,1298,1,1,0,0,10776.845408225316
132977,60,2,19/05/2015,914,1,1,0,0,8806.89108609967
585417,514,7,31/03/2013,0,0,0,0,0,0.0
122286,948,3,26/02/2014,1670,1,0,0,0,11689.104285819922
574031,826,5,17/10/2014,682,1,0,0,1,6103.542554936837
311981,273,3,20/08/2014,910,1,1,0,0,8732.293175120489
532524,211,3,11/06/2014,1282,1,0,0,0,9486.57433834672
583531,351,4,22/05/2014,495,1,1,0,0,6105.7782071106485
371807,631,4,02/07/2015,742,1,1,0,0,7826.133247786027
344951,682,7,17/02/2013,1198,1,0,0,0,8652.00649824238
579918,268,5,15/02/2013,469,1,0,0,0,4244.098374813679
54188,533,1,11/03/2013,892,1,0,0,0,6835.457778515643
94075,651,1,03/06/2013,1143,1,1,0,0,9864.101079294982
685964,34,5,26/06/2015,828,1,0,0,0,6935.781844748708
711922,723,3,25/03/2015,506,1,0,0,0,4867.331059716293
249761,845,1,05/08/2013,340,1,0,0,1,3767.2164545191335
442173,993,4,19/09/2013,751,1,0,0,0,6236.520999899716
326167,700,2,13/08/2013,689,1,1,0,1,7287.691933907976
227059,595,3,11/09/2013,1782,1,1,0,0,13857.32218881388
253064,55,3,28/08/2013,505,1,1,0,0,6122.327059194504
691919,713,2,04/06/2013,1536,1,1,0,0,12240.278403960401
658658,455,6,10/08/2013,465,1,0,0,0,4456.022601556848
331484,445,2,14/05/2013,1327,1,1,0,0,10949.959237125411
687052,741,5,12/04/2013,836,1,1,0,0,7939.826136586431
383981,777,2,30/06/2015,399,1,1,0,0,5749.627702077385
493747,36,7,15/06/2014,0,0,0,0,0,0.0
628355,1107,1,13/07/2015,883,1,1,0,0,8692.58607660234
519043,749,6,20/09/2014,290,1,0,0,0,3625.099642252142
252350,979,6,05/04/2014,543,1,0,0,0,4932.119718697388
581174,53,3,12/02/2014,533,1,0,0,0,4799.974118798389
566822,760,7,12/05/2013,0,0,0,0,0,0.0
515490,278,7,18/08/2013,0,0,0,0,0,0.0
